iter	Logloss
129	0.2228178494
130	0.2223599185
131	0.2222776609
132	0.2221558596
133	0.2221348703
134	0.221979002
135	0.2215059472
136	0.2211067191
137	0.2207418343
138	0.2206692883
139	0.2202957204
140	0.2201947348
141	0.2198252427
142	0.2195491884
143	0.2193911881
144	0.2189030563
145	0.2185697804
146	0.2182749744
147	0.218103358
148	0.2180115947
149	0.2179492691
150	0.2175062237
151	0.2173079943
152	0.2169329275
153	0.2165559624
154	0.2164880463
155	0.2163774329
156	0.2161926032
157	0.2158998351
158	0.2157610078
159	0.2156860636
160	0.2153078062
161	0.21522833
162	0.2148392364
163	0.214600155
164	0.2144356031
165	0.2141830326
166	0.2141418017
167	0.2141340425
168	0.2140541922
169	0.2139322226
170	0.2139114344
171	0.213705183
172	0.2136000987
173	0.213551469
174	0.2135475556
175	0.2133952714
176	0.2133556051
177	0.213171766
178	0.2130976298
179	0.213093046
180	0.2126730039
181	0.212477015
182	0.2124330349
183	0.2123347203
184	0.212222215
185	0.2119450193
186	0.2119330703
187	0.2115915575
188	0.2113166909
189	0.2113001008
190	0.210991831
191	0.2105859855
192	0.2102731597
193	0.2098835286
194	0.2096832172
195	0.2095571449
196	0.2095299081
197	0.2095155959
198	0.2092970545
199	0.2092718247
200	0.2089761731
201	0.2089315433
202	0.208796637
203	0.2085450527
204	0.2082109979
205	0.2081205411
206	0.2078194391
207	0.2076788126
208	0.2074729074
209	0.2071582606
210	0.2069223954
211	0.2067835743
212	0.2063608794
213	0.2062169813
214	0.2061090525
215	0.205858101
216	0.2057945865
217	0.2057171477
218	0.2053270055
219	0.205089881
220	0.2049962594
221	0.2049835445
222	0.2049107167
223	0.2046248669
224	0.2043363983
225	0.2040057202
226	0.2038865276
227	0.2038745078
228	0.2035979972
229	0.2033814554
230	0.2030394895
231	0.203022375
232	0.2028481174
233	0.2026468147
234	0.2024144316
235	0.2023261371
236	0.2019647508
237	0.2019452759
238	0.2016546406
239	0.2016112111
240	0.201602982
241	0.2015966787
242	0.2013300451
243	0.2012061711
244	0.2011649608
245	0.2009908171
246	0.2008585385
247	0.2006970664
248	0.2003045207
249	0.1999870991
250	0.1998571297
251	0.1997997535
252	0.199577457
253	0.1994423907
254	0.1992006213
255	0.1991302243
256	0.1988880144
257	0.1986023837
258	0.1985673954
259	0.1984329553
260	0.1983798135
261	0.1983608669
262	0.1980448829
263	0.1977463842
264	0.1977422079
265	0.1975466946
266	0.1975270148
267	0.1972649754
268	0.1970148804
269	0.1968557917
270	0.1967865345
271	0.1965075029
272	0.1964603134
273	0.196446121
274	0.1960605423
275	0.1958358029
276	0.1957189246
277	0.1956348544
278	0.1955841613
279	0.1953874058
280	0.1951305684
281	0.1950441452
282	0.1948630428
283	0.1948407811
284	0.1945757486
285	0.1942340388
286	0.1940990465
287	0.1938625668
288	0.1937762512
289	0.1935559274
290	0.1932845698
291	0.1929566819
292	0.1927319132
293	0.1927065277
294	0.1925274156
295	0.1922887663
296	0.1922117203
297	0.1920813613
298	0.1919285576
299	0.1915050386
300	0.1914800253
301	0.1912255714
302	0.1912105606
303	0.1909999459
304	0.1909689741
305	0.1907187628
306	0.1904510111
307	0.1904360527
308	0.1902222322
309	0.1900243767
310	0.1897337576
311	0.189720973
312	0.1896919608
313	0.1896762325
314	0.1895626146
315	0.189089196
316	0.1889833346
317	0.1888725245
318	0.1888188543
319	0.1887442397
320	0.1887032141
321	0.1886889373
322	0.188668519
323	0.1883465773
324	0.1881076396
325	0.1878609194
326	0.1876272265
327	0.1876114345
328	0.1874678672
329	0.1872587529
330	0.18683546
331	0.1866897121
332	0.1866694819
333	0.1866626018
334	0.1864389409
335	0.1860894658
336	0.1860562282
337	0.1859063144
338	0.1856056966
339	0.1853741797
340	0.1853584011
341	0.18530031
342	0.1852623146
343	0.1851987574
344	0.1850323515
345	0.1850220705
346	0.185007067
347	0.1849928238
348	0.1846838584
349	0.1845052799
350	0.184372895
351	0.1843161102
352	0.1842997253
353	0.1842798816
354	0.1842654224
355	0.1842528513
356	0.1842276634
357	0.1840959469
358	0.1840741039
359	0.1837311999
360	0.1836598364
361	0.1833587384
362	0.1828398366
363	0.1825622996
364	0.1822800854
365	0.1820814353
366	0.1816971416
367	0.181626697
368	0.1816151106
369	0.1814760294
370	0.1810596237
371	0.1806611052
372	0.1804814728
373	0.1802837858
374	0.1802532142
375	0.1802423038
376	0.1802192998
377	0.1799913157
378	0.1799742909
379	0.179786144
380	0.1793372271
381	0.1793128141
382	0.1790563345
383	0.1788659719
384	0.1785673165
385	0.1785420568
386	0.1783678653
387	0.178114053
388	0.1778467895
389	0.1776695469
390	0.1773443294
391	0.1771807722
392	0.1768871792
393	0.1767209143
394	0.1764443594
395	0.176113218
396	0.1758611563
397	0.175843341
398	0.1757267799
399	0.1755722409
400	0.1752805829
401	0.1750825977
402	0.1746476176
403	0.1744243047
404	0.1740090827
405	0.1737023072
406	0.1734826565
407	0.1732700079
408	0.1730305004
409	0.173012293
410	0.172697589
411	0.1726740095
412	0.172418036
413	0.1724070449
414	0.1722852171
415	0.1722667603
416	0.1719703832
417	0.1718883703
418	0.1715822486
419	0.171551251
420	0.1713968881
421	0.1711165948
422	0.1710922418
423	0.1709984537
424	0.170985906
425	0.1708493463
426	0.1705416778
427	0.1702080527
428	0.1700243
429	0.1696748541
430	0.1696475121
431	0.1696232557
432	0.1694578856
433	0.169264409
434	0.1692359768
435	0.1689493139
436	0.168795322
437	0.1685540273
438	0.1685424388
439	0.1685292525
440	0.168289973
441	0.1680618743
442	0.167659998
443	0.1676421062
444	0.1674821946
445	0.167253399
446	0.1670754293
447	0.1667924781
448	0.1665753482
449	0.166374638
450	0.1660935997
451	0.1658996837
452	0.1657554471
453	0.165646606
454	0.1655211314
455	0.1653735953
456	0.1653483514
457	0.1653322304
458	0.1651847446
459	0.1649914298
460	0.1649803035
461	0.1648273227
462	0.1644815476
463	0.1642617197
464	0.1641232491
465	0.163795052
466	0.1636460621
467	0.1636068695
468	0.1633660855
469	0.1631533714
470	0.1629289842
471	0.1628047416
472	0.1626908259
473	0.162516128
474	0.1620916939
475	0.1617875669
476	0.1616212714
477	0.1614989012
478	0.1614830451
479	0.1612820302
480	0.1609116709
481	0.1608821894
482	0.1606747124
483	0.1604644641
484	0.1604340349
485	0.1601542353
486	0.1598742526
487	0.1598630027
488	0.1597329815
489	0.1593524411
490	0.1593358103
491	0.1589263151
492	0.1587713307
493	0.1585043254
494	0.1584819062
495	0.1583825426
496	0.1582902671
497	0.1581281723
498	0.1579485679
499	0.1579327346
500	0.1577300333
501	0.1576934511
502	0.1573553891
503	0.1571230241
504	0.1570324975
505	0.1570240316
506	0.1570147886
507	0.1567018
508	0.1566936919
509	0.1564850625
510	0.1564706498
511	0.1562864044
512	0.1562719241
513	0.1560234247
514	0.155721619
515	0.1557143889
516	0.1554253323
517	0.1552479512
518	0.1549732938
519	0.154859558
520	0.1546261384
521	0.1545472217
522	0.1545340762
523	0.1545260046
524	0.1544714511
525	0.1543396528
526	0.1542077202
527	0.1541481897
528	0.1539089001
529	0.1537004855
530	0.1535826765
531	0.1535601937
532	0.153359471
533	0.1532382086
534	0.1530723707
535	0.1530464714
536	0.1528624309
537	0.1527635861
538	0.1527243243
539	0.1524456736
540	0.1522474105
541	0.1519399336
542	0.1519149665
543	0.151890438
544	0.1515667018
545	0.1515181034
546	0.1512425286
547	0.1509951434
548	0.1509016971
549	0.1506269238
550	0.1504693079
551	0.1504389077
552	0.1504311008
553	0.1503526373
554	0.150339954
555	0.150295635
556	0.1501138744
557	0.1500298321
558	0.1499601303
559	0.1496934893
560	0.1493652655
561	0.1490111428
562	0.1488642838
563	0.1488348605
564	0.1485684425
565	0.1482607829
566	0.1480875213
567	0.1479230878
568	0.1477258597
569	0.1476285705
570	0.1474592166
571	0.1472049255
572	0.1468693725
573	0.1468004086
574	0.1467613808
575	0.1466500555
576	0.1465326183
577	0.1463538719
578	0.1461186662
579	0.1457975504
580	0.1457815664
581	0.1457736812
582	0.1457175163
583	0.1457117141
584	0.1454833736
585	0.145344495
586	0.145332203
587	0.1453222717
588	0.1451099
589	0.14510105
590	0.1448099606
591	0.1445676924
592	0.1444011441
593	0.1441643042
594	0.144040204
595	0.1438829459
596	0.1436283048
597	0.143467879
598	0.1434347317
599	0.1433219805
600	0.1432544672
601	0.1428803644
602	0.1426262076
603	0.1424828864
604	0.1424044816
605	0.1423536887
606	0.1423277152
607	0.1422615279
608	0.1421487803
609	0.1417682186
610	0.1415967775
611	0.1414315946
612	0.1412009525
613	0.1410129185
614	0.1408867381
615	0.1408684064
616	0.1406935844
617	0.1405885009
618	0.1404689259
619	0.1402328285
620	0.1402056548
621	0.1400833734
622	0.1399403126
623	0.1398813922
624	0.1398744464
625	0.1397693019
626	0.1396230874
627	0.1394995503
628	0.1392056166
629	0.1391293662
630	0.1389044288
631	0.1387114672
632	0.1385660139
633	0.1382655319
634	0.1381173125
635	0.1380563489
636	0.1379057448
637	0.1378234213
638	0.1375294401
639	0.1373698608
640	0.1372361506
641	0.1370859292
642	0.1368717142
643	0.1368377454
644	0.1366495175
645	0.1365338132
646	0.1363070913
647	0.1361565907
648	0.1359210434
649	0.135778183
650	0.1356408906
651	0.1356269419
652	0.135438341
653	0.1353244502
654	0.1351748184
655	0.1348321531
656	0.1347355802
657	0.134465776
658	0.1344253641
659	0.1342858544
660	0.1342791397
661	0.1340982173
662	0.1339697726
663	0.1338039672
664	0.1336546396
665	0.1334708858
666	0.1333061482
667	0.1332880532
668	0.1332276398
669	0.1329024167
670	0.1327959564
671	0.1326921276
672	0.1325687154
673	0.1324258426
674	0.1323130799
675	0.1323060277
676	0.1321306863
677	0.131770389
678	0.1315936779
679	0.1315770787
680	0.1314679707
681	0.1314622646
682	0.1313467868
683	0.1311565379
684	0.1309406919
685	0.1307842329
686	0.1305662995
687	0.130541015
688	0.130407135
689	0.1301870331
690	0.1300474091
691	0.1299740261
692	0.1299575762
693	0.1299461962
694	0.1297845542
695	0.1295207994
696	0.129462782
697	0.1293314049
698	0.1288168046
699	0.1285891243
700	0.1283789244
701	0.1281898957
702	0.1279675937
703	0.1277686714
